Nimi_suom,Nimi_ruots,Kunta
Kiltaveljenpolku,Gillesbrödrastigen,Espoo
Kilvoituksentie,Ivervägen,Espoo
Kimalaisenpolku,Humlestigen,Espoo
Kimmeltie,Glimmervägen,Espoo
Kipparinkatu,Skeppargatan,Espoo
Kipparinkuja,Skeppargränden,Espoo
Kippokuja,Skopgränden,Espoo
Kippotie,Skopvägen,Espoo
Kirjakatu,Bokgatan,Espoo
Kirjakuja,Bokgången,Espoo
Kirjanpitäjänkuja,Bokhållargränden,Espoo
Kirjapiha,Bokgården,Espoo
Kirjokansi,Glitterlocket,Espoo
Kirjomäki,Fagerbacken,Espoo
Kirjoniitty,Fagerängen,Espoo
Kirjurinkuja,Skrivargränden,Espoo
Kirkkalankuja,Kirkkalagränden,Espoo
Kirkkalanpolku,Kirkkalastigen,Espoo
Kirkkalanportti,Kirkkalaporten,Espoo
Kirkkalantie,Kirkkalavägen,Espoo
Kirkkoharju,Kyrkåsen,Espoo
Kirkkojärventie,Kyrkträskvägen,Espoo
Kirkkokatu,Kyrkogatan,Espoo
Kirkkokorpi,Kyrkkärret,Espoo
Kirkkonummentie,Kyrkslättsvägen,Espoo
Kirkkopolku,Kyrkstigen,Espoo
Kirkkopuisto,Kyrkparken,Espoo
Kirkkoranta,Kyrkstranden,Espoo
Kirkkotaival,Kyrkstråten,Espoo
Kirkkoväärtintie,Kyrkvärdsvägen,Espoo
Kirkonmäentie,Kyrkbacksvägen,Espoo
Kirkonmäki,Kyrkbacken,Espoo
Kirsikkakuja,Körsbärsgränden,Espoo
Kirsikkaportti,Körsbärsporten,Espoo
Kirskupakka,Kirskobacka,Espoo
Kirstinharju,Kirstiåsen,Espoo
Kirstinkuja,Kirstigränden,Espoo
Kirstinmäki,Kirstibacken,Espoo
Kirstinpiha,Kirstigården,Espoo
Kirstinsyrjä,Kirstibrinken,Espoo
Kirstintie,Kirstivägen,Espoo
Kirvespolku,Yxstigen,Espoo
Kirvisentie,Piplärksvägen,Espoo
Kirvunkuja,Kirvusgränden,Espoo
Kirvuntie,Kirvusvägen,Espoo
Kiskottajankuja,Rälsläggargränden,Espoo
Kiuaskuja,Basturösgränden,Espoo
Kiuastie,Basturösvägen,Espoo
Kiulupolku,Stävstigen,Espoo
Kiulutie,Stävvägen,Espoo
Kiurunkuja,Sånglärksgränden,Espoo
Kiveliönpiha,Ödemarksgården,Espoo
Kiveliönrinne,Ödemarksbrinken,Espoo
Kiveliöntie,Ödemarksvägen,Espoo
Kivenhakkaajankuja,Stenhuggargränden,Espoo
Kivenlahdenkatu,Stensviksgatan,Espoo
Kivennavankuja,Kivinebbsgränden,Espoo
Kivennavantie,Kivinebbsvägen,Espoo
Kivensyrjä,Stenliden,Espoo
Kiviharju,Stenåsen,Espoo
Kiviharjuntie,Stenåsvägen,Espoo
Kivikuja,Stengränden,Espoo
Kivilammentie,Kivilampivägen,Espoo
Kivimiehentie,Stenkarlsvägen,Espoo
Kivipylväänkuja,Märkesstensgränden,Espoo
Kivipylvääntie,Märkesstensvägen,Espoo
Kivirinne,Stenbranten,Espoo
Kiviruukinkatu,Stenbruksgatan,Espoo
Kivitie,Stenvägen,Espoo
Klariksentie,Klarisvägen,Espoo
Klippinkitie,Klippingsvägen,Espoo
Klockarsintie,Klockarsvägen,Espoo
Klovinkallio,Klovisberget,Espoo
Klovinmäki,Klovisbacken,Espoo
Klovinpellontie,Klovisåkersvägen,Espoo
Klovinportti,Klovisporten,Espoo
Klovinrinne,Klovisbranten,Espoo
Kluuvintie,Glovägen,Espoo
Koikorvenpolku,Koikärrsstigen,Espoo
Koivistontie,Björkövägen,Espoo
Koivu-Mankkaan tie,Björkmankansvägen,Espoo
Koivuhovintie,Björkgårdsvägen,Espoo
Koivukeppi,Björkkäppen,Espoo
Koivukuja,Björkgränden,Espoo
Koivulankuja,Koivulagränden,Espoo
Koivumäenkuja,Björkbacksgränden,Espoo
Koivumäentie,Björkbacksvägen,Espoo
Koivunkanto,Björkstubben,Espoo
Koivunkonkelo,Björkkröken,Espoo
Koivunlehväkuja,Björkkvistsgränden,Espoo
Koivunrunko,Björkstammen,Espoo
Koivusyrjä,Björkliden,Espoo
Koivuviidantie,Björkdungevägen,Espoo
Koivuviita,Björkdungen,Espoo
Kokinkyläntie,Kockbyvägen,Espoo
Kokinniitty,Kockängen,Espoo
Kokkatie,Förvägen,Espoo
Kokkohongantie,Örnfuruvägen,Espoo
Kolapuuntie,Rakan,Espoo
Kolkekannaksentie,Klappedsvägen,Espoo
Kolkerannankuja,Klappstrandsgränden,Espoo
Kolkerannantie,Klappstrandsvägen,Espoo
Kolmas huvilatie,Tredje villavägen,Espoo
Kolmas järvikuja,Tredje träskgränden,Espoo
Kolmenkoivunkuja,Tre björkars gränd,Espoo
Kolmikulma,Trehörnan,Espoo
Kolmirannantie,Kolmirantavägen,Espoo
Kolmoislammenranta,Kolmoislampistranden,Espoo
Kolmoislammentie,Kolmoislampivägen,Espoo
Kolmperänkuja,Kolmpersgränden,Espoo
Kolmperänrinne,Kolmpersbranten,Espoo
Kolmperäntie,Kolmpersvägen,Espoo
Komeetankatu,Kometgatan,Espoo
Komeetankuja,Kometgränden,Espoo
Komendantinkuja,Kommendantsgränden,Espoo
Komendantintie,Kommendantsvägen,Espoo
Komentajankatu,Kommendörsgatan,Espoo
Kompassikatu,Kompassgatan,Espoo
Kompostikuja,Kompostgränden,Espoo
Kompostitie,Kompostvägen,Espoo
Komutintie,Kommodvägen,Espoo
Konemiehentie,Maskinbyggarvägen,Espoo
Konstaapelinkatu,Konstapelsgatan,Espoo
Kontionkuja,Skogsbjörnsgränden,Espoo
Kontiontie,Skogsbjörnsvägen,Espoo
Kontti,Konten,Espoo
Koppalankallio,Koppalaberget,Espoo
Koppelikuja,Koppeln,Espoo
Koritie,Korgvägen,Espoo
Korkoontie,Korkovägen,Espoo
Kornnäs,Kornnäs,Espoo
Koronakatu,Koronagatan,Espoo
Koronakuja,Koronagränden,Espoo
Korpikallio,Kärrberget,Espoo
Korpikuja,Kärrgränden,Espoo
Korpilaakso,Kärrdalen,Espoo
Korpilammentie,Korpilampivägen,Espoo
Korpimaa,Kärrmarken,Espoo
Korpipolku,Kärrstigen,Espoo
Korpisola,Kärrpasset,Espoo
Korpraalintie,Korpralvägen,Espoo
Korteskuja,Kortesgränden,Espoo
Kortesmäenkuja,Kortesbacksgränden,Espoo
Kortesmäentie,Kortesbacksvägen,Espoo
Kortesmäki,Kortesbacken,Espoo
Kortesrinne,Kortesbranten,Espoo
Kortestie,Kortesvägen,Espoo
Korukuja,Smyckesgränden,Espoo
Koskelonkuja,Skrakabygränden,Espoo
Koskelonpiha,Skrakabygården,Espoo
Koskelonsilta,Skrakabybron,Espoo
Koskelontie,Skrakabyvägen,Espoo
Kotihaka,Hemhagen,Espoo
Kotiharju,Hemåsen,Espoo
Kotikyläntie,Hembyvägen,Espoo
Kotimetsä,Hemskogen,Espoo
Kotimäenkuja,Hembacksgränden,Espoo
Kotimäenrinne,Hembacksbranten,Espoo
Kotimäentie,Hembacksvägen,Espoo
Kotiniitty,Hemängen,Espoo
Kotiniityntie,Hemängsvägen,Espoo
Kotiopettajankuja,Informatorsgränden,Espoo
Kotipesänkuja,Hemvistgränden,Espoo
Kotipolku,Hemstigen,Espoo
Kotiportinkuja,Hemportsgränden,Espoo
Kotiportintie,Hemportsvägen,Espoo
Kotirinne,Hembranten,Espoo
Kotitie,Hemvägen,Espoo
Kotitontuntie,Hustomtevägen,Espoo
Kotitorpankuja,Hemtorpsgränden,Espoo
Kotitorpantie,Hemtorpsvägen,Espoo
Kotkakuja,Örngränden,Espoo
Kotkapolku,Örnstigen,Espoo
Kotkatie,Örnvägen,Espoo
Kottaraisentie,Starvägen,Espoo
Koukkukuja,Krokgränden,Espoo
Koukkuniemenkuja,Krokuddsgränden,Espoo
Koukkuniemenportti,Krokuddsporten,Espoo
Koukkuniementie,Krokuddsvägen,Espoo
Koukkupolku,Krokstigen,Espoo
Koukkutie,Krokvägen,Espoo
Koulumestarinkuja,Skolmästargränden,Espoo
Koulumestarintie,Skolmästarvägen,Espoo
Kouluportti,Skolporten,Espoo
Koulutanhua,Skoltået,Espoo
Kourakuja,Flygränden,Espoo
Krattikuja,Skrattgränden,Espoo
Krattivuorentie,Skrattbergsvägen,Espoo
Kreivinkuja,Grevegränden,Espoo
Krenatöörinkuja,Grenadjärsgränden,Espoo
Krenatöörintie,Grenadjärsvägen,Espoo
Kristallikuja,Kristallgränden,Espoo
Kristallitie,Kristallvägen,Espoo
Kromitie,Kromvägen,Espoo
Kruununkuja,Kronogränden,Espoo
Kruununrinne,Kronobranten,Espoo
Kruununtie,Kronovägen,Espoo
Kruununtorppa,Kronotorpet,Espoo
Kuhatie,Gösvägen,Espoo
Kuhatienahde,Gösvägsbranten,Espoo
Kuitinkatu,Kvisgatan,Espoo
Kuitinkuja,Kvisgränden,Espoo
Kuitinmäenkaari,Kvisbackasvängen,Espoo
Kuitinmäentie,Kvisbackavägen,Espoo
Kukkaispolku,Blomstergången,Espoo
Kukkapolku,Blomsterstigen,Espoo
Kukkaromäki,Börsbacken,Espoo
Kukkavaasinkatu,Blomvasgatan,Espoo
Kukkumäenkuja,Kuckubackagränden,Espoo
Kukkumäenportti,Kuckubackaporten,Espoo
Kukkumäenrinne,Kuckubackabranten,Espoo
Kukkumäentie,Kuckubackavägen,Espoo
Kulkurinmäki,Luffarbacken,Espoo
Kulkuskuja,Bjällergränden,Espoo
Kulloonmäentie,Kullobackavägen,Espoo
Kulloonportinkuja,Kulloportsgränden,Espoo
Kulloonportti,Kulloporten,Espoo
Kulmakorventie,Vinkelkärrsvägen,Espoo
Kulmakuja,Vinkelgränden,Espoo
Kulmatie,Vinkelvägen,Espoo
Kulolaakso,Bränndalen,Espoo
Kulomäenraitti,Brännbackastråket,Espoo
Kulopolku,Brännstigen,Espoo
Kulovalkeankuja,Bränntorpsgränden,Espoo
Kulovalkeantie,Bränntorpsvägen,Espoo
Kultapolku,Guldstigen,Espoo
Kultarinnantie,Härmsångarvägen,Espoo
Kulttuuriaukio,Kulturplatsen,Espoo
Kummelikaari,Kummelbågen,Espoo
Kummelikulma,Kummelhörnet,Espoo
Kummelipolku,Kummelstigen,Espoo
Kummelipuisto,Kummelparken,Espoo
Kummeliranta,Kummelstranden,Espoo
Kummelitie,Kummelvägen,Espoo
Kummelivuorentie,Kummelbergsvägen,Espoo
Kumparekuja,Kullgränden,Espoo
Kumppaninkuja,Partnersgränden,Espoo
Kumpukuja,Kumpugränden,Espoo
Kumputie,Kumpuvägen,Espoo
Kuningattarenkuja,Drottninggränden,Espoo
Kuninkaankartanontie,Kungsgårdsvägen,Espoo
Kuninkaanlahdentie,Kungsviksvägen,Espoo
Kuninkaanlähde,Kungsbrunnen,Espoo
Kuninkaanniemi,Konungsnäset,Espoo
Kuninkaansatama,Konungshamnen,Espoo
Kuninkaantie,Kungsvägen,Espoo
Kuninkaantörmä,Kungsbrinken,Espoo
Kuninkaistenkuja,Konungsbölegränden,Espoo
Kuninkaistenportti,Konungsböleporten,Espoo
Kuninkaistenrinne,Konungsbölebranten,Espoo
Kuninkaistentie,Konungsbölevägen,Espoo
Kunnarlantie,Gunnarsvägen,Espoo
Kuokankaari,Gräftbågen,Espoo
Kuoppakuja,Gropgränden,Espoo
Kuoppamäki,Gropbacken,Espoo
Kuoppatie,Gropvägen,Espoo
Kuorepolku,Norsstigen,Espoo
Kuoretie,Norsvägen,Espoo
Kuparipolku,Kopparstigen,Espoo
Kurjenkaskentie,Kurjenkaskivägen,Espoo
Kurjenkellontie,Storklocksvägen,Espoo
Kurkihirrentie,Kroppåsvägen,Espoo
Kurkijoentie,Kronoborgsvägen,Espoo
Kurkijärventie,Kurkijärvivägen,Espoo
Kurkikuja,Trangränden,Espoo
Kurkirinne,Tranbranten,Espoo
Kurtinmalmi,Kurtmalmen,Espoo
Kurtinmäenkuja,Kurtbacksgränden,Espoo
Kurtinmäentaival,Kurtbackssträckan,Espoo
Kurtinmäentie,Kurtbacksvägen,Espoo
Kurtinniityntie,Kurtängsvägen,Espoo
Kurtinrinne,Kurtbrinken,Espoo
Kurttilantie,Kurtbyvägen,Espoo
Kurutie,Klevvägen,Espoo
Kuskinkuja,Kuskgränden,Espoo
Kustaanmäki,Gustavsbacken,Espoo
Kutojankulma,Vävarskröken,Espoo
Kutojantie,Vävarsvägen,Espoo
Kutsumuksenkuja,Kallelsegränden,Espoo
Kutsuntatie,Uppbådsvägen,Espoo
Kuttulammentie,Kututräskvägen,Espoo
Kuudes huvilatie,Sjätte villavägen,Espoo
Kuudes järvikuja,Sjätte träskgränden,Espoo
Kuukausikuja,Månadsgränden,Espoo
Kuukunkorventie,Kuukunkorpivägen,Espoo
Kuunkatu,Mångatan,Espoo
Kuunkehrä,Månskivan,Espoo
Kuunkierros,Månvarvet,Espoo
Kuunsirppi,Månskäran,Espoo
Kuunsäde,Månstrålen,Espoo
Kuurinkallio,Kurberget,Espoo
Kuurinmäentie,Kurbacksvägen,Espoo
Kuurinmäki,Kurbacken,Espoo
Kuurinniitynkuja,Kurängsgränden,Espoo
Kuurinniityntie,Kurängsvägen,Espoo
Kuurinrinne,Kurbranten,Espoo
Kuurintorpankuja,Kurtorpsgränden,Espoo
Kuurintorpantie,Kurtorpsvägen,Espoo
Kuusamakuja,Trygränden,Espoo
Kuusikallionkuja,Granbackagränden,Espoo
Kuusikodinmäki,Kuusikotibacken,Espoo
Kuusinevantie,Grankärrsvägen,Espoo
Kuusiniementie,Grännäsvägen,Espoo
Kuusiniemi,Grännäs,Espoo
Kuusitiaisenpolku,Svartmesstigen,Espoo
Kuusitiaisentie,Svartmesvägen,Espoo
Kuutamokatu,Månskensgatan,Espoo
Kuuterseläntie,Kuuterselkävägen,Espoo
Kuuttikuja,Kutgränden,Espoo
Kuvastimentie,Vattenspegelsvägen,Espoo
Kylvökuja,Sädesgränden,Espoo
Kylvötie,Sädesvägen,Espoo
Kylä-Bisa,Bybisa,Espoo
Kylänlahdentie,Byviksvägen,Espoo
Kylänportti,Byporten,Espoo
Kylänraitti,Bygatan,Espoo
Kylänvanhimmanpiha,Byäldstegården,Espoo
Kyläsepäntie,Bysmedsvägen,Espoo
Kylätorintie,Bytorgsvägen,Espoo
Kylävainionkuja,Byängsgränden,Espoo
Kylävainiontie,Byängsvägen,Espoo
Kynäkatu,Penngatan,Espoo
Kynäniekanpiha,Skribentgården,Espoo
Kypäräkuja,Hjälmgränden,Espoo
Kytömaa,Kyttlandet,Espoo
Kytöniityntie,Kyttängsvägen,Espoo
Kytöpellonrinne,Kyttåkersbranten,Espoo
Kytöpellontie,Kyttåkersvägen,Espoo
Kytöpolku,Kyttstigen,Espoo
Kyyhkysmäki,Duvbacken,Espoo
Kyyrölänkuja,Kyyrölägränden,Espoo
Käkiniitty,Käkiniitty,Espoo
Käringholmen,Käringholmen,Espoo
Kärrynpyöräntie,Kärrhjulsvägen,Espoo
Käräjäkuja,Tingsgränden,Espoo
Kätkökuja,Gömgränden,Espoo
Kätköpaikantie,Gömställsvägen,Espoo
Kääntöpiiri,Vändkretsen,Espoo
Käärmesaarenkuja,Ormholmsgränden,Espoo
Käärmesaarentie,Ormholmsvägen,Espoo
Köysitie,Repvägen,Espoo
Laakapelto,Slätåkern,Espoo
Laaksolahdentie,Dalsvikvägen,Espoo
Laaksonpohjantie,Dalgångsvägen,Espoo
Lagstadinpolku,Lagstadsstigen,Espoo
Lahnatie,Braxenvägen,Espoo
Lahnuksenmylly,Lahnuskvarnen,Espoo
Lahnuksenrinne,Lahnusbrinken,Espoo
Lahnuksentie,Lahnusvägen,Espoo
Laidunkuja,Betesgränden,Espoo
Laidunmaanraitti,Betesmarken,Espoo
Laidunmäki,Betesbacken,Espoo
Laidunrinne,Betesbranten,Espoo
Laitamaanranta,Laitamaastranden,Espoo
Laitmanintie,Laitmansvägen,Espoo
Laituritie,Bryggvägen,Espoo
Lakeanmäentie,Flakabackavägen,Espoo
Lakeijankuja,Lakejgränden,Espoo
Lakelankatu,Lagstadsgatan,Espoo
Lakiaukio,Lagplatsen,Espoo
Lakistonniitty,Lakistoängen,Espoo
Lakistontie,Lakistovägen,Espoo
Lakitie,Lagvägen,Espoo
Lakkasuontie,Lakkasuovägen,Espoo
Lambertinkallio,Lambertsberget,Espoo
Lambertinniitty,Lambertsängen,Espoo
Lambertinoja,Lambertsbäcken,Espoo
Lambertinpiha,Lambertsgården,Espoo
Lambertinsilta,Lambertsbron,Espoo
Lambertintie,Lambertsvägen,Espoo
Lammaksenpolku,Lammasstigen,Espoo
Lammenranta,Träskstranden,Espoo
Lampitie,Träskvägen,Espoo
Lamppukuja,Lampglasgränden,Espoo
Lansankallio,Lansaberget,Espoo
Lansankallionkuja,Lansabergsgränden,Espoo
Lansankuja,Lansagränden,Espoo
Lansanportti,Lansaporten,Espoo
Lansanpurontie,Lansabäcksvägen,Espoo
Lansantie,Lansavägen,Espoo
Lansantorppa,Lansatorpet,Espoo
Lanttikatu,Slantgatan,Espoo
Lapinkyläntie,Lappbölevägen,Espoo
Lapintilankatu,Lapiargatan,Espoo
Lapionpisto,Spadtaget,Espoo
Lars Sonckin kaari,Lars Soncks båge,Espoo
Lasihytti,Glashyttan,Espoo
Lasikuja,Glasgränden,Espoo
Lasilaakso,Glasdalen,Espoo
Lasimäentie,Glasbacksvägen,Espoo
Lasimäki,Glasbacken,Espoo
Lasiportti,Glasporten,Espoo
Lasitörmä,Glasbranten,Espoo
Latokaski,Ladusveden,Espoo
Latotie,Laduvägen,Espoo
Laturinkuja,Laddargränden,Espoo
Latvapolku,Toppstigen,Espoo
Latvatie,Toppvägen,Espoo
Laudekuja,Lavegränden,Espoo
Laudepolku,Lavestigen,Espoo
Laudetie,Lavevägen,Espoo
Laukkupolku,Ränselstigen,Espoo
Laululinnunpolku,Sångfågelsstigen,Espoo
Laulutie,Sångvägen,Espoo
Launiksenkuja,Launisgränden,Espoo
Laurinlahdenkuja,Larsviksgränden,Espoo
Laurinlahdentie,Larsviksvägen,Espoo
Laurintie,Lauris väg,Espoo
Lautamiehentie,Nämndemansvägen,Espoo
Lavaniitynkuja,Flakängsgränden,Espoo
Lavaniityntie,Flakängsvägen,Espoo
Leenankuja,Lenasgränden,Espoo
Lehdeskuja,Foderlövsgränden,Espoo
Lehmustie,Lindvägen,Espoo
Lehti,Lövet,Espoo
Lehtikaskenkuja,Lövsvedsgränden,Espoo
Lehtikaskentie,Lövsvedsvägen,Espoo
Lehtimäentie,Lövkullavägen,Espoo
Lehtitie,Lövvägen,Espoo
Lehtokortteenkuja,Ängsfräkensgränden,Espoo
Lehtokortteentie,Ängsfräkensvägen,Espoo
Lehtokuja,Lundgränden,Espoo
Lehtokukka,Lundblomman,Espoo
Leilankuja,Leilasgränden,Espoo
Leilitie,Lägelvägen,Espoo
Leipurinkuja,Bagargränden,Espoo
Leirikaari,Lägerbågen,Espoo
Leirikatu,Lägergatan,Espoo
Leiviskätie,Lispundsvägen,Espoo
Lekkerikuja,Kuttinggränden,Espoo
Lemmikkipolku,Förgätmigejstigen,Espoo
Lepinkäisentie,Törnskatsvägen,Espoo
Lepotie,Vilovägen,Espoo
Leppäkertuntie,Nyckelpigsvägen,Espoo
Leppäkuja,Algränden,Espoo
Leppälinnunkuja,Rödstjärtsgränden,Espoo
Leppälinnunpolku,Rödstjärtsstigen,Espoo
Leppälinnunrinne,Rödstjärtsbranten,Espoo
Leppämäentie,Albackavägen,Espoo
Leppärousku,Blodriskan,Espoo
Leppäsillantie,Albrovägen,Espoo
Leppävaarankatu,Albergagatan,Espoo
Leppäviidantie,Aldungevägen,Espoo
Leppäviita,Aldungen,Espoo
Lepsämänjoentie,Lepsämänjokivägen,Espoo
Letikonkuja,Letikkogränden,Espoo
Liekopiha,Lummergården,Espoo
Liekorinne,Lummerbranten,Espoo
Liinasaarenkuja,Linholmsgränden,Espoo
Liinasaarentie,Linholmsvägen,Espoo
Liisankuja,Lisasgränden,Espoo
Liittokuja,Förbundsgränden,Espoo
Liitutie,Kritvägen,Espoo
Likusterikatu,Ligustergatan,Espoo
Liljapolku,Liljestigen,Espoo
Lilla Herrö,Lilla Herrö,Espoo
Lilla Pentala,Lilla Pentala,Espoo
Lillaisarn,Lillaisarn,Espoo
Lillhemtinkuja,Lillhemtgränden,Espoo
Lillhemtinpuisto,Lillhemtparken,Espoo
Lillhemtintie,Lillhemtvägen,Espoo
Lillskoginniitty,Lillskogsängen,Espoo
Linda Tannerin kuja,Linda Tanners gränd,Espoo
Lindankuja,Lindagränden,Espoo
Linholm,Linholm,Espoo
Linholms Gräsgrund,Linholms Gräsgrund,Espoo
Linjaloistonkatu,Ledfyrsgatan,Espoo
Linkomäki,Slungbacken,Espoo
Linkopolku,Slunggången,Espoo
Linkorinne,Slungbranten,Espoo
Linnakekuja,Fortgränden,Espoo
Linnakepolku,Fortstigen,Espoo
Linnanrakentajainkuja,Borgbyggargränden,Espoo
Linnatullinkatu,Borgtullsgatan,Espoo
Linnoitustie,Befästningsvägen,Espoo
Linnuntie,Fågelvägen,Espoo
Linnustajankuja,Fågelfängargränden,Espoo
Linnustajantie,Fågelfängarvägen,Espoo
Lintukorpi,Fågelkärret,Espoo
Lintukorvenkuja,Fågelkärrsgränden,Espoo
Lintukulma,Fågelhörnet,Espoo
Lintulaaksontie,Fågeldalsvägen,Espoo
Lintumetsänpiha,Fågelskogsgården,Espoo
Lintumetsäntie,Fågelskogsvägen,Espoo
Lintuparvenkuja,Fågelflocksgränden,Espoo
Lintuparvenpuisto,Fågelflocksparken,Espoo
Lintuparventie,Fågelflocksvägen,Espoo
Lintupiha,Fågelgården,Espoo
Lintuvaarantie,Fågelbergavägen,Espoo
Linus Sundellin tie,Linus Sundells väg,Espoo
Lippajärventie,Klappträskvägen,Espoo
Lipparinne,Klappbrinken,Espoo
Lippurinne,Flaggbranten,Espoo
Lohenevä,Laxfenan,Espoo
Lohensuomu,Laxfjället,Espoo
Lohitie,Laxvägen,Espoo
Loimukoivunkuja,Flambjörksgränden,Espoo
Lokirinne,Loggbranten,Espoo
Lomatie,Semestervägen,Espoo
Lommilanrinne,Glomsbrinken,Espoo
Lommilantie,Glomsvägen,Espoo
Loojärventie,Låjärvsvägen,Espoo
Lotankatu,Lottagatan,Espoo
Louhenkuja,Louhigränden,Espoo
Louhentie,Louhivägen,Espoo
Louhijanpolku,Kalkbrytarstigen,Espoo
Louhoskuja,Kalkbrottsgränden,Espoo
Louhoskulma,Kalkbrottshörnet,Espoo
Louhostie,Kalkbrottsvägen,Espoo
Lugnetinniitty,Lugnetsängen,Espoo
Lugnetintie,Lugnets väg,Espoo
Luhtakertunkuja,Kärrsångargränden,Espoo
Luhtakuja,Starrängsgränden,Espoo
Luhtapolku,Starrängsstigen,Espoo
Luhtatie,Starrängsvägen,Espoo
Lukionahde,Gymnasiebacken,Espoo
Lukiotie,Gymnasievägen,Espoo
Lukkarinmetsä,Klockarskogen,Espoo
Lukkarinmäki,Klockarbacken,Espoo
Lukkarinojantie,Klockarbäcksvägen,Espoo
Lukkarintie,Klockarvägen,Espoo
Lukukatu,Lukugatan,Espoo
Lukukuja,Lukugränden,Espoo
Lukupuronportti,Lukubäcksporten,Espoo
Lukupuronrinne,Lukubäcksbranten,Espoo
Lukupurontie,Lukubäcksvägen,Espoo
Lukurinne,Lukubranten,Espoo
Lukutie,Lukuvägen,Espoo
Lumikonkuja,Vesslegränden,Espoo
Lumivaaranpolku,Lumivaarastigen,Espoo
Lumivaarantie,Lumivaaravägen,Espoo
Luolamiehentie,Grottmannavägen,Espoo
Luomannotko,Bäcksänkan,Espoo
Luomanportti,Bäckporten,Espoo
Luonnottarenpolku,Luonnotarstigen,Espoo
Luoteisrinne,Nordvästbrinken,Espoo
Luovikuja,Lovgränden,Espoo
Luppokuja,Luppogränden,Espoo
Lusikkakuja,Skedgränden,Espoo
Lusikkatie,Skedvägen,Espoo
Luukinranta,Lukstranden,Espoo
Luukinrinne,Lukbrinken,Espoo
Luukintie,Lukvägen,Espoo
Luumukuja,Plommongränden,Espoo
Luutnantinkuja,Löjtnantsgränden,Espoo
Luuvankuja,Loggränden,Espoo
Luuvankulma,Loghörnet,Espoo
Luuvanmetsä,Logskogen,Espoo
Luuvanmäenkuja,Logbacksgränden,Espoo
Luuvanmäki,Logbacken,Espoo
Luuvanpuisto,Logparken,Espoo
Luuvantie,Logvägen,Espoo
Lyhdekuja,Kärvgränden,Espoo
Lyhtykuja,Lyktgränden,Espoo
Lyijypolku,Blystigen,Espoo
Lystimäenkuja,Lustikullagränden,Espoo
Lystimäentie,Lustikullavägen,Espoo
Lyökkikuja,Lökgränden,Espoo
Lyökkiniemi,Löknäset,Espoo
Lähdeaukio,Källplatsen,Espoo
Lähdepurontie,Källbäcksvägen,Espoo
Lähderannantie,Källstrandsvägen,Espoo
Lähderanta,Källstranden,Espoo
Lähdesuoni,Källådern,Espoo
Lähetinpolku,Ordonnansgången,Espoo
Läkkisepänkuja,Bleckslagargränden,Espoo
Lämpömiehenkuja,Värmemansgränden,Espoo
Länsikärjenpolku,Västeruddsstigen,Espoo
Länsilinnake,Västra fortet,Espoo
Länsimetsä,Västerskogen,Espoo
Länsiportti,Västerporten,Espoo
Länsitie,Västra vägen,Espoo
Länsituuli,Västanvinden,Espoo
Länsiviitta,Västpricken,Espoo
Läntinen Jokitie,Västra Åvägen,Espoo
Läntinen rantatie,Västra strandvägen,Espoo
Läntinen teollisuuskatu,Västra industrigatan,Espoo
Läpisuontie,Kläppkärrsvägen,Espoo
Löydösmäki,Fornfyndsbacken,Espoo
Löylytie,Badvägen,Espoo
Maailman-Matti,Resar-Matte,Espoo
Maakauppiaankuja,Lanthandlargränden,Espoo
Maakauppiaantie,Lanthandlarvägen,Espoo
Maakirjantie,Jordeboksvägen,Espoo
Maakravunkuja,Landkrabbsgränden,Espoo
Maalarinkuja,Målargränden,Espoo
Maantienpelto,Landsvägsåkern,Espoo
Maapallonkatu,Jordklotsgatan,Espoo
Maapallonkuja,Jordklotsgränden,Espoo
Maarinpuro,Marbäck,Espoo
Maarinrannantie,Marstrandsvägen,Espoo
Maarintie,Marvägen,Espoo
Maasillantie,Landbrovägen,Espoo
Madekuja,Lakgränden,Espoo
Madetie,Lakvägen,Espoo
Magneettikatu,Magnetgatan,Espoo
Magnus Enckellin kuja,Magnus Enckells gränd,Espoo
Mahlakuja,Savgränden,Espoo
Mahlarinne,Savbrinken,Espoo
Maininki,Dyningen,Espoo
Maininkitie,Dyningsvägen,Espoo
Maitovadinkatu,Mjölkfatsgatan,Espoo
Majalammenranta,Majalampistranden,Espoo
Majamäentie,Majamäkivägen,Espoo
Majholmen,Majholmen,Espoo
Majurinkatu,Majorsgatan,Espoo
Majurinkulma,Majorshörnet,Espoo
Majurinpolku,Majorsgången,Espoo
Makaksentie,Makasvägen,Espoo
Makasiinitie,Magasinsvägen,Espoo
Makslahdenpolku,Makslahtigången,Espoo
Makslahdentie,Makslahtivägen,Espoo
Maljapolku,Skålstigen,Espoo
Mallaspolku,Maltstigen,Espoo
Malleniuksenkatu,Malleniusgatan,Espoo
Malleniuksenkuja,Malleniusgränden,Espoo
Malminhaankuja,Malmhagsgränden,Espoo
Malminhaka,Malmhagen,Espoo
Malminkorpi,Malmkärret,Espoo
Malminlaakso,Malmdalen,Espoo
Malminmäenkaari,Malmbackasvängen,Espoo
Malminmäentie,Malmbackavägen,Espoo
Malmiportti,Malmporten,Espoo
Malmkopplan,Malmkopplan,Espoo
Maneesipolku,Manegestigen,Espoo
Mankholmanaukea,Mankholmsgläntan,Espoo
Mankholmantie,Mankholmsvägen,Espoo
Mankinjoentie,Mankåvägen,Espoo
