index,Nimi,Namn,Kunta
8017,Sateentie,Regnvägen,Espoo
8018,Satukuja,Sagasgränden,Espoo
8019,Satulamaakarintie,Sadelmakarbacken,Espoo
8020,Saukonnorontie,Saukonnorovägen,Espoo
8021,Saunalahdenkatu,Bastviksgatan,Espoo
8022,Saunalahdenranta,Bastviksstranden,Espoo
8023,Saunamäentie,Bastubacksvägen,Espoo
8024,Saunamäki,Bastubacken,Espoo
8025,Saunaniemenkuja,Bastunäsgränden,Espoo
8026,Saunaniementie,Bastunäsvägen,Espoo
8027,Saunarannankuja,Bastustrandsgränden,Espoo
8028,Saunaranta,Bastustranden,Espoo
8029,Saunarinne,Bastubranten,Espoo
8030,Savikuja,Lergränden,Espoo
8031,Savitiilenkuja,Lertegelsgränden,Espoo
8032,Savitiilentie,Lertegelsvägen,Espoo
8033,Savupirtinkuja,Rökpörtesgränden,Espoo
8034,Savupirtintie,Rökpörtesvägen,Espoo
8035,Savutie,Rökvägen,Espoo
8036,Segersveninkatu,Segersvensgatan,Espoo
8037,Seilikaari,Söilibågen,Espoo
8038,Seilikuja,Söiligränden,Espoo
8039,Seilimäki,Söilibacka,Espoo
8040,Seiliniitty,Söiliängen,Espoo
8041,Seilirinne,Söilibranten,Espoo
8042,Seitsemäs huvilatie,Sjunde villavägen,Espoo
8043,Seitsemäs järvikuja,Sjunde träskgränden,Espoo
8044,Seljamäki,Fläderbacken,Espoo
8045,Selkänuotankuja,Fjärdnotsgränden,Espoo
8046,Sepelkyyhkyntie,Ringduvsvägen,Espoo
8047,Sepet-torppa,Sepettorpet,Espoo
8048,Sepetlahdentie,Sepetviksvägen,Espoo
8049,Sepontie,Smedsvägen,Espoo
8050,Sepänkalliontie,Smedsbergsvägen,Espoo
8051,Servin Maijan tie,Servi-Maijas väg,Espoo
8052,Servinkuja,Servigränden,Espoo
8053,Seunapolku,Vältstocksstigen,Espoo
8054,Sienestäjänpolku,Svampplockarstigen,Espoo
8055,Sierakiventie,Brynstensvägen,Espoo
8056,Siestankuja,Siestagränden,Espoo
8057,Sigurdsbergintie,Sigurdsbergsvägen,Espoo
8058,Siikajärvenranta,Siikajärvistranden,Espoo
8059,Siikajärventie,Siikajärvivägen,Espoo
8060,Siikakuja,Sikgränden,Espoo
8061,Siikaniemi,Siknäs,Espoo
8062,Siipi,Vingen,Espoo
8063,Siirtolakuja,Kolonigränden,Espoo
8064,Siirtomaidenkuja,Kolonialgränden,Espoo
8065,Sikurimyllyntie,Cikoriekvarnsvägen,Espoo
8066,Sillankorva,Brofästet,Espoo
8067,Sillankorvankuja,Brofästgränden,Espoo
8068,Siltakatu,Brogatan,Espoo
8069,Siltakuja,Brogränden,Espoo
8070,Siltaniitynlaita,Broängskanten,Espoo
8071,Siltavahdintie,Brovaktsvägen,Espoo
8072,Simaportti,Mjödporten,Espoo
8073,Simeonintie,Simeons väg,Espoo
8074,Simpukkaranta,Snäckstranden,Espoo
8075,Sinettikuja,Sigillgränden,Espoo
8076,Sinikallionkuja,Blåbergsgränden,Espoo
8077,Sinikalliontie,Blåbergsvägen,Espoo
8078,Sinimäenportti,Blåbackaporten,Espoo
8079,Sinimäenrinne,Blåbackabranten,Espoo
8080,Sinimäentie,Blåbackavägen,Espoo
8081,Sininärhentie,Blåkråksvägen,Espoo
8082,Sinipiianpolku,Ljusalfsstigen,Espoo
8083,Sinirinnantie,Blåhakevägen,Espoo
8084,Sinitiaisenkuja,Blåmesgränden,Espoo
8085,Sinitiaisenpolku,Blåmesstigen,Espoo
8086,Sinitiaisentie,Blåmesvägen,Espoo
8087,Sinkkitie,Zinkvägen,Espoo
8088,Sipulipolku,Lökstigen,Espoo
8089,Sirukuja,Skärvgränden,Espoo
8090,Sisäkönkuja,Husjungfrugränden,Espoo
8091,Sisämaantie,Inlandsvägen,Espoo
8092,Siulakuja,Notarmen,Espoo
8093,Siuntionkuja,Sjundeågränden,Espoo
8094,Siuntionportti,Sjundeåporten,Espoo
8095,Siuntiontie,Sjundeåvägen,Espoo
8096,Sivulaakso,Lilldalen,Espoo
8097,Skaddaninpolku,Skaddansstigen,Espoo
8098,Skataholmankuja,Skataholmsgränden,Espoo
8099,Skataholmanpolku,Skataholmsstigen,Espoo
8100,Skataholmantie,Skataholmsvägen,Espoo
8101,Skataholmsörarna,Skataholmsörarna,Espoo
8102,Skatanourit,Skataörarna,Espoo
8103,Skatanpolku,Skatastigen,Espoo
8104,Skatantie,Skatavägen,Espoo
8105,Skogbyntie,Skogbyvägen,Espoo
8106,Skurunäsinkuja,Skurunäsgränden,Espoo
8107,Slöörinpolku,Slöörsstigen,Espoo
8108,Smedsinportti,Smedsporten,Espoo
8109,Snettansintie,Snettansvägen,Espoo
8110,Snällbackankuja,Snällbackagränden,Espoo
8111,Soidinkorpi,Orrspelskärret,Espoo
8112,Soihtukaari,Fackelbågen,Espoo
8113,Soihtukuja,Fackelgränden,Espoo
8114,Sointukuja,Klanggränden,Espoo
8115,Soittilanmäki,Soittilabacken,Espoo
8116,Soittilanrinne,Soittilabranten,Espoo
8117,Soittilantie,Soittilavägen,Espoo
8118,Soittoniekanaukio,Musikantplatsen,Espoo
8119,Soittotie,Spelvägen,Espoo
8120,Sokerilinnantie,Sockerslottsvägen,Espoo
8121,Sokinmäki,Sockbacken,Espoo
8122,Sokinpolku,Sockstigen,Espoo
8123,Sokinsuonkuja,Sockkärrsgränden,Espoo
8124,Sokinsuontie,Sockkärrsvägen,Espoo
8125,Sokinvuorenkuja,Sockbergsgränden,Espoo
8126,Sokinvuorenrinne,Sockbergsbranten,Espoo
8127,Sokinvuori,Sockberget,Espoo
8128,Sola,Passet,Espoo
8129,Solberganrinne,Solbergabranten,Espoo
8130,Solisevankuja,Skvattergränden,Espoo
8131,Solisevantie,Skvatterbäcksvägen,Espoo
8132,Solkipolku,Spännstigen,Espoo
8133,Solmukuja,Knopgränden,Espoo
8134,Solvallanrinne,Solvallabranten,Espoo
8135,Solvikintie,Solvikvägen,Espoo
8136,Soopakantie,Sågbackavägen,Espoo
8137,Sorttikuja,Sorttigränden,Espoo
8138,Sorvakallio,Sarvberget,Espoo
8139,Sorvalammenkuja,Sarvträskgränden,Espoo
8140,Sorvalammentie,Sarvträskvägen,Espoo
8141,Sorvamäki,Sarvbacken,Espoo
8142,Sorvaranta,Sarvstranden,Espoo
8143,Sorvarinne,Sarvbranten,Espoo
8144,Sotaleskentie,Krigsänkevägen,Espoo
8145,Sotaneuvoksentie,Krigsrådsvägen,Espoo
8146,Sotaorvontie,Krigsbarnsvägen,Espoo
8147,Sotarovastintie,Fältprostvägen,Espoo
8148,Sotatuomarintie,Auditörvägen,Espoo
8149,Sotaviskaalintie,Krigsfiskalsvägen,Espoo
8150,Sotilaspojantie,Soldatgossevägen,Espoo
8151,Sotilastorpankuja,Soldattorpsgränden,Espoo
8152,Sotilastorpantie,Soldattorpsvägen,Espoo
8153,Soukan rantatie,Sökö strandväg,Espoo
8154,Soukanahde,Sököbacken,Espoo
8155,Soukankaari,Sökösvängen,Espoo
8156,Soukankuja,Sökögränden,Espoo
8157,Soukanlahdentie,Sököviksvägen,Espoo
8158,Soukanniementie,Sököuddsvägen,Espoo
8159,Soukanniemi,Sökö udd,Espoo
8160,Soukanniitty,Sököängen,Espoo
8161,Soukanpohja,Söködälden,Espoo
8162,Soukanraitti,Sököstråket,Espoo
8163,Soukansalmenkuja,Sökösundsgränden,Espoo
8164,Soukansalmentie,Sökösundsvägen,Espoo
8165,Soukansyrjä,Sökösidan,Espoo
8166,Soukansyrjänkuja,Sökösidansgränden,Espoo
8167,Soukansyrjänpolku,Sökösidansstigen,Espoo
8168,Soukansyrjänpuisto,Sökösidansparken,Espoo
8169,Soukantie,Sökövägen,Espoo
8170,Soukanväylä,Sököleden,Espoo
8171,Staffanintie,Staffansvägen,Espoo
8172,Stenbackantie,Stenbackavägen,Espoo
8173,Stensinmäki,Stensbacken,Espoo
8174,Stensintie,Stensvägen,Espoo
8175,Stensintila,Stensgård,Espoo
8176,Stensundinkuja,Stensundsgränden,Espoo
8177,Steppikuja,Steppgränden,Espoo
8178,Stora Bodö,Stora Bodö,Espoo
8179,Stora Herrö,Stora Herrö,Espoo
8180,Stora Ådholmen,Stora Ådholmen,Espoo
8181,Storaisarn,Storaisarn,Espoo
8182,Storgårdinkuja,Storgårdsgränden,Espoo
8183,Storgårdinpolku,Storgårdsstigen,Espoo
8184,Storgårdintie,Storgårdsvägen,Espoo
8185,Storhemtintie,Storhemtvägen,Espoo
8186,Ståhlentie,Ståhles väg,Espoo
8187,Suinonkuja,Svinögränden,Espoo
8188,Suinonmäki,Svinöbacken,Espoo
8189,Suinonpolku,Svinöstigen,Espoo
8190,Sulka,Fjädern,Espoo
8191,Sumparen,Sumparen,Espoo
8192,Sunankalliontie,Sunabergsvägen,Espoo
8193,Sunanlaakso,Sunadalen,Espoo
8194,Sunanniitynkuja,Sunaängsgränden,Espoo
8195,Sunanniityntie,Sunaängsvägen,Espoo
8196,Sunantie,Sunavägen,Espoo
8197,Suohaukankuja,Kärrhöksgränden,Espoo
8198,Suohaukantie,Kärrhöksvägen,Espoo
8199,Suoheinäntie,Kärrhövägen,Espoo
8200,Suokallionkuja,Myrbergsgränden,Espoo
8201,Suokalliontie,Myrbergsvägen,Espoo
8202,Suokortteenkuja,Kärrfräkensgränden,Espoo
8203,Suokukankaari,Blomrisbågen,Espoo
8204,Suokukanpolku,Blomrisstigen,Espoo
8205,Suokukanrinne,Blomrisbranten,Espoo
8206,Suokulma,Kärrhörnet,Espoo
8207,Suolaakso,Myrdalen,Espoo
8208,Suolaaksontie,Myrdalsvägen,Espoo
8209,Suomalaistenkuja,Finländargränden,Espoo
8210,Suomalaistentie,Finländarvägen,Espoo
8211,Suomenlahdentie,Finnviksvägen,Espoo
8212,Suomuurainkuja,Hjortrongränden,Espoo
8213,Suonlaita,Mosskanten,Espoo
8214,Suopuronkuja,Mossabäcksgränden,Espoo
8215,Suopuronmäki,Mossabäcksbacken,Espoo
8216,Suopuronniitty,Mossabäcksängen,Espoo
8217,Suopuronrinne,Mossabäcksbranten,Espoo
8218,Suopurontie,Mossabäcksvägen,Espoo
8219,Suopursunkallio,Getporsberget,Espoo
8220,Suopursunkuja,Getporsgränden,Espoo
8221,Suopursuntie,Getporsvägen,Espoo
8222,Suotie,Kärrvägen,Espoo
8223,Suotorpantie,Mosstorpsvägen,Espoo
8224,Suotörmä,Myrbrinken,Espoo
8225,Suovalkunpiha,Myggblomstergården,Espoo
8226,Suurpellon puistokatu,Storåkerns parkgata,Espoo
8227,Suurpellontie,Storåkersvägen,Espoo
8228,Suvelantie,Södrikvägen,Espoo
8229,Suvikuja,Solgränden,Espoo
8230,Suvikummunpolku,Solhöjdsstigen,Espoo
8231,Suvikummunrinne,Solhöjdsbrinken,Espoo
8232,Suvikummuntie,Solhöjdsvägen,Espoo
8233,Suviniitynkatu,Södrikängsgatan,Espoo
8234,Suviniitynkuja,Södrikängsgränden,Espoo
8235,Suvisaarentie,Sommarövägen,Espoo
8236,Svartholmanpolku,Svartholmsstigen,Espoo
8237,Svartholmantie,Svartholmsvägen,Espoo
8238,Svartholmen,Svartholmen,Espoo
8239,Svennaksentie,Svennasvägen,Espoo
8240,Syreenipolku,Syrenstigen,Espoo
8241,Syrjäkuja,Sidogränden,Espoo
8242,Sysikallio,Kolberget,Espoo
8243,Sysimaa,Kolmarken,Espoo
8244,Syvänsalmenkatu,Djupsundsgatan,Espoo
8245,Syyskuja,Höstgränden,Espoo
8246,Sähkömiehentie,Strömkarlsvägen,Espoo
8247,Säkkijärventie,Säkkijärvivägen,Espoo
8248,Särjenevä,Mörtfenan,Espoo
8249,Särkikuja,Mörtgränden,Espoo
8250,Särkitie,Mörtvägen,Espoo
8251,Säterinkatu,Säterigatan,Espoo
8252,Säterinkuja,Säterigränden,Espoo
8253,Säterinpuistontie,Säteriparksvägen,Espoo
8254,Säterinrinne,Säteribrinken,Espoo
8255,Sävasundintie,Sävasundsvägen,Espoo
8256,Sävelharju,Melodiåsen,Espoo
8257,Sävelkaari,Melodibågen,Espoo
8258,Sävelrinne,Melodibrinken,Espoo
8259,Säynäväkuja,Idgränden,Espoo
8260,Säynävätie,Idvägen,Espoo
8261,Söderskogintorppa,Söderskogstorpet,Espoo
8262,Taalaritie,Dalervägen,Espoo
8263,Taavilankallio,Dåvitsberget,Espoo
8264,Taavilankuja,Dåvitsgränden,Espoo
8265,Taavilantie,Dåvitsvägen,Espoo
8266,Taavinharju,Dåvitsåsen,Espoo
8267,Taavinsuo,Dåvitsmossen,Espoo
8268,Taavintörmä,Dåvitsbrinken,Espoo
8269,Tahkokuja,Slipstensgränden,Espoo
8270,Tahkorinne,Slipstensbranten,Espoo
8271,Tahtikuja,Taktgränden,Espoo
8272,Taimenkuja,Öringsgränden,Espoo
8273,Taimentie,Öringsvägen,Espoo
8274,Taimikuja,Plantgränden,Espoo
8275,Taivalmäki,Edesbacken,Espoo
8276,Taivalportti,Edesporten,Espoo
8277,Taka-Niipperin tie,Baknipertsvägen,Espoo
8278,Takamaa,Fjärrmarken,Espoo
8279,Takkatie,Spiselvägen,Espoo
8280,Takkavitsankuja,Bärvidjegränden,Espoo
8281,Takkulankuja,Tackskogsgränden,Espoo
8282,Takkulantie,Tackskogsvägen,Espoo
8283,Takojantie,Smidarvägen,Espoo
8284,Taljakuja,Fällgränden,Espoo
8285,Talkookuja,Talkogränden,Espoo
8286,Talkoorinne,Talkobranten,Espoo
8287,Tallholm,Tallholm,Espoo
8288,Tallholmantie,Tallholmsvägen,Espoo
8289,Tallimestarinkuja,Stallmästargränden,Espoo
8290,Tallimestarintie,Stallmästarvägen,Espoo
8291,Tallipojankuja,Stallgossegränden,Espoo
8292,Tallirenginkuja,Stalldrängsgränden,Espoo
8293,Tallitie,Stallvägen,Espoo
8294,Taltrikinmäki,Tallriksbacken,Espoo
8295,Talvikuja,Vintergränden,Espoo
8296,Talvilinnunkuja,Vinterfågelsgränden,Espoo
8297,Talvilinnuntie,Vinterfågelsvägen,Espoo
8298,Tammihaantie,Ekhagsvägen,Espoo
8299,Tammikuja,Ekgränden,Espoo
8300,Tammilaaksontie,Ekdalsvägen,Espoo
8301,Tammimäenpolku,Ekbacksstigen,Espoo
8302,Tammimäentie,Ekbacksvägen,Espoo
8303,Tammipirtinkuja,Ekpörtsgränden,Espoo
8304,Tammipirtintie,Ekpörtsvägen,Espoo
8305,Tammipirtti,Ekpörtet,Espoo
8306,Tammipää,Ekändan,Espoo
8307,Tammipäänpolku,Ekändstigen,Espoo
8308,Tammipääntie,Ekändavägen,Espoo
8309,Tammitie,Ekvägen,Espoo
8310,Tanhuanpää,Gårdsändan,Espoo
8311,Tanssiaiskuja,Balgränden,Espoo
8312,Tapio Wirkkalan polku,Tapio Wirkkalas stig,Espoo
8313,Tapiolantie,Tapiolavägen,Espoo
8314,Tapionaukio,Tapioplatsen,Espoo
8315,Tapionportti,Tapioporten,Espoo
8316,Tapiontie,Tapiovägen,Espoo
8317,Tapiontori,Tapiotorget,Espoo
8318,Tapulimäki,Stapelbacken,Espoo
8319,Tarvonsalmenkatu,Tarvosundsgatan,Espoo
8320,Tasakallionkuja,Slätbergsgränden,Espoo
8321,Tasakalliontie,Slätbergsvägen,Espoo
8322,Tatartie,Ormrotsvägen,Espoo
8323,Tattarinmäki,Tattarbacken,Espoo
8324,Teerimäenportti,Teerimäkiporten,Espoo
8325,Tegelhagen,Tegelhagen,Espoo
8326,Teirinpiha,Teirgården,Espoo
8327,Teirinsyrjä,Teirkanten,Espoo
8328,Teirintie,Teirvägen,Espoo
8329,Tekniikantie,Teknikvägen,Espoo
8330,Telakuja,Kavelgränden,Espoo
8331,Telamäenkuja,Kavelbackagränden,Espoo
8332,Telamäentie,Kavelbackavägen,Espoo
8333,Telaniitty,Kavelängen,Espoo
8334,Telaniitynkuja,Kavelängsgränden,Espoo
8335,Telaniityntie,Kavelängsvägen,Espoo
8336,Telatie,Kavelvägen,Espoo
8337,Teljotie,Toftvägen,Espoo
8338,Terijoentie,Terijokivägen,Espoo
8339,Tervakuja,Tjärgränden,Espoo
8340,Tervalaakso,Tjärdalen,Espoo
8341,Tervamäki,Tjärbacken,Espoo
8342,Tervaniementie,Tervaniemivägen,Espoo
8343,Tervanpolttajankuja,Tjärbrännargränden,Espoo
8344,Tervanpolttajantie,Tjärbrännarvägen,Espoo
8345,Tervaportti,Tjärporten,Espoo
8346,Tervarinne,Tjärbranten,Espoo
8347,Tervaspiha,Törvedsgården,Espoo
8348,Terveyskuja,Hälsogränden,Espoo
8349,Teräskuja,Stålgränden,Espoo
8350,Terästie,Stålvägen,Espoo
8351,Tiaisentie,Mesvägen,Espoo
8352,Tietotie,Datavägen,Espoo
8353,Tietäjäntie,Siarvägen,Espoo
8354,Tiilenvalajantie,Tegelmakarvägen,Espoo
8355,Tiilikulma,Tegelhörnet,Espoo
8356,Tiiliskivenkuja,Tegelstensgränden,Espoo
8357,Tiiliskiventie,Tegelstensvägen,Espoo
8358,Tiilismäki,Tegelstensbacken,Espoo
8359,Tiimalasintie,Timglasvägen,Espoo
8360,Tiirakarintie,Tirgrundsvägen,Espoo
8361,Tiistilänkuja,Distbygränden,Espoo
8362,Tiistiläntie,Distbyvägen,Espoo
8363,Tiistiläntörmä,Distbybrinken,Espoo
8364,Tiistinkallio,Distberget,Espoo
8365,Tiistinniityntie,Distängsvägen,Espoo
8366,Tikankolo,Hackspettsboet,Espoo
8367,Tikapuunkoukku,Stegkroken,Espoo
8368,Tikapuuntie,Stegvägen,Espoo
8369,Tikaskallio,Stigaberget,Espoo
8370,Tikaskuja,Stigagränden,Espoo
8371,Tikaslaakso,Stigadalen,Espoo
8372,Tikasmäenlaita,Stigabackaliden,Espoo
8373,Tikasmäentie,Stigabackavägen,Espoo
8374,Tikasniitynkuja,Stigaängsgränden,Espoo
8375,Tikasniityntie,Stigaängsvägen,Espoo
8376,Tikasrinne,Stigabranten,Espoo
8377,Tiklinkuja,Steglitsgränden,Espoo
8378,Tilhiparvenreitti,Sidensvansstråket,Espoo
8379,Tilkekuja,Drivningsgränden,Espoo
8380,Tillinkuja,Tillisgränden,Espoo
8381,Tillinmaa,Tillismarken,Espoo
8382,Tillinmaanpolku,Tillismarksstigen,Espoo
8383,Tillinmaanpuisto,Tillismarksparken,Espoo
8384,Tillinmäentie,Tillisbacksvägen,Espoo
8385,Tillinpiha,Tillisgården,Espoo
8386,Tillinrinne,Tillisbranten,Espoo
8387,Tillintie,Tillisvägen,Espoo
8388,Tillintulli,Tillistullen,Espoo
8389,Timontie,Timos väg,Espoo
8390,Timpurinkuja,Timmermansgränden,Espoo
8391,Tinakuja,Tenngränden,Espoo
8392,Tinametsä,Tennskogen,Espoo
8393,Tinapuisto,Tennparken,Espoo
8394,Tinurinkuja,Förtennargränden,Espoo
8395,Titaanikuja,Titangränden,Espoo
8396,Tiurintie,Tiurisvägen,Espoo
8397,Toinen huvilatie,Andra villavägen,Espoo
8398,Toinen järvikuja,Andra träskgränden,Espoo
8399,Toivalankuja,Toivalagränden,Espoo
8400,Tollinmäki,Tollbacken,Espoo
8401,Tollinportti,Tollporten,Espoo
8402,Tollinrinne,Tollbranten,Espoo
8403,Tolsanpiha,Tollsgården,Espoo
8404,Tonttumuorinkuja,Tomtemorsgränden,Espoo
8405,Tonttumyssynkuja,Tomtemössan,Espoo
8406,Tonttutytönkuja,Tomteflickans gränd,Espoo
8407,Tonttutytönpolku,Tomteflickans stig,Espoo
8408,Tontunmäentie,Tomtekullavägen,Espoo
8409,Toppelundinkuja,Toppelundsgränden,Espoo
8410,Toppelundinportti,Toppelundsporten,Espoo
8411,Toppelundintie,Toppelundsvägen,Espoo
8412,Tornihaukantie,Tornfalksvägen,Espoo
8413,Tornimäentie,Tornbergsvägen,Espoo
8414,Tornitaso,Tornplanet,Espoo
8415,Torpanmäki,Torpbacken,Espoo
8416,Torpanniitty,Torpängen,Espoo
8417,Torpparintie,Torparvägen,Espoo
8418,Torraisarn,Torraisarn,Espoo
8419,Trastmossa,Trastmossa,Espoo
8420,Trillakatu,Trillagatan,Espoo
8421,Träskkopplan,Träskkopplan,Espoo
8422,Träskändan puistotie,Träskända allén,Espoo
8423,Träskändanristi,Träskändakorset,Espoo
8424,Tuhkurilammentie,Tuhkurilampivägen,Espoo
8425,Tuhkurinranta,Tuhkuristranden,Espoo
8426,Tuhkurintie,Tuhkurivägen,Espoo
8427,Tuikkukuja,Blossgränden,Espoo
8428,Tukkipolku,Stockgången,Espoo
8429,Tukkurinkuja,Tuckulgränden,Espoo
8430,Tulkinkuja,Tolkgränden,Espoo
8431,Tulppaanipolku,Tulpanstigen,Espoo
8432,Tulvakuja,Högflodsgränden,Espoo
8433,Tulvatie,Högflodsvägen,Espoo
8434,Tunfallintie,Tunfallsvägen,Espoo
8435,Tuohikuja,Nävergränden,Espoo
8436,Tuohimäki,Näverbacken,Espoo
8437,Tuohistanhua,Näverskäppstået,Espoo
8438,Tuohivirsu,Näverskon,Espoo
8439,Tuokkonen,Näverskäppan,Espoo
8440,Tuokkoskuja,Näverskäppsgränden,Espoo
8441,Tuokkostie,Näverskäppsvägen,Espoo
8442,Tuomaantie,Tuomas väg,Espoo
8443,Tuomarilankatu,Domsbygatan,Espoo
8444,Tuomarilankuja,Domsbygränden,Espoo
8445,Tuomarilanportti,Domsbyporten,Espoo
8446,Tuomarilanrinne,Domsbybranten,Espoo
8447,Tuomarilantie,Domsbyvägen,Espoo
8448,Tuomikuja,Häggränden,Espoo
8449,Tupakuja,Stugugränden,Espoo
8450,Turkispiha,Pälsgården,Espoo
8451,Turkistie,Pälsvägen,Espoo
8452,Turuntie,Åbovägen,Espoo
8453,Turuntienportti,Åbovägsporten,Espoo
8454,Turunväylä,Åboleden,Espoo
8455,Turveladonkuja,Torvladsgränden,Espoo
8456,Turveradantie,Torvbanevägen,Espoo
8457,Turvesilta,Torvbron,Espoo
8458,Turvesuontie,Torvmossvägen,Espoo
8459,Tuulenpesä,Markvasten,Espoo
8460,Tuulikinsilta,Tuulikkibron,Espoo
8461,Tuulikuja,Vindgränden,Espoo
8462,Tuulimäki,Väderbacken,Espoo
8463,Tuuliniitty,Vindängen,Espoo
8464,Tuurinkuja,Torsgränden,Espoo
8465,Tuurinmäentie,Torsbackavägen,Espoo
8466,Tuurinmäki,Torsbacka,Espoo
8467,Tuurinniitynkuja,Torsängsgränden,Espoo
8468,Tuurinniityntie,Torsängsvägen,Espoo
8469,Tuurinpohja,Torssänkan,Espoo
8470,Tuurintie,Torsvägen,Espoo
8471,Tvijälp,Tvijälp,Espoo
8472,Tykkitie,Kanonvägen,Espoo
8473,Tynnyritie,Tunnvägen,Espoo
8474,Tyrskykuja,Bränningsgränden,Espoo
8475,Tyrskyranta,Bränningstranden,Espoo
8476,Tyrskyvuori,Bränningsberget,Espoo
8477,Tyskaksenkaari,Tyskasbågen,Espoo
8478,Tyskaksentie,Tyskasvägen,Espoo
8479,Tytärkuja,Dottergränden,Espoo
8480,Tyyrpuuri,Styrbordssidan,Espoo
8481,Tähdenlennonkuja,Stjärnfallsgränden,Espoo
8482,Tähdenlennontie,Stjärnfallsvägen,Espoo
8483,Tähtikalliontie,Stjärnbergsvägen,Espoo
8484,Tähtimötie,Natagräsvägen,Espoo
8485,Tähystäjänkatu,Utkiksgatan,Espoo
8486,Täysikuu,Fullmånen,Espoo
8487,Törmäniitynahde,Brinkängsbacken,Espoo
8488,Törmäniityntie,Brinkängsvägen,Espoo
8489,Törmänsilmänkuja,Brinktjärnsgränden,Espoo
8490,Törmänsivu,Brinkliden,Espoo
8491,Töyhtötiaisentie,Tofsmesvägen,Espoo
8492,Töyrymäki,Lidbacken,Espoo
8493,Töyryntie,Töyryvägen,Espoo
8494,Ukinpolku,Morfarsstigen,Espoo
8495,Ukkohauentie,Gammelgäddsvägen,Espoo
8496,Ukonniityntie,Gubbängsvägen,Espoo
8497,Ukonvaaja,Åskpilen,Espoo
8498,Ulappakatu,Fjärdgatan,Espoo
8499,Ullanmäentie,Ullasbackavägen,Espoo
8500,Ullanmäki,Ullasbacken,Espoo
8501,Ullantorpantie,Ullastorpsvägen,Espoo
8502,Ullantorppa,Ullastorpet,Espoo
8503,Unikkopolku,Vallmostigen,Espoo
8504,Upseerinkatu,Officersgatan,Espoo
8505,Uraanikuja,Urangränden,Espoo
8506,Urheilukentäntie,Idrottsplansvägen,Espoo
8507,Urheilupuistontie,Idrottsparksvägen,Espoo
8508,Urpiaisenkuja,Gråsiskegränden,Espoo
8509,Urpu,Hänget,Espoo
8510,Uudenkirkontie,Nykyrkovägen,Espoo
8511,Uudenkylänmäki,Nybybacken,Espoo
8512,Uudenkyläntie,Nybyvägen,Espoo
8513,Uudenpellonkuja,Nyåkersgränden,Espoo
8514,Uudenpellontie,Nyåkersvägen,Espoo
8515,Uudentorpankuja,Nytorpsgränden,Espoo
8516,Uudentorpantie,Nytorpsvägen,Espoo
8517,Uudisasukkaantie,Nybyggarvägen,Espoo
8518,Uudismaankuja,Nymarksgränden,Espoo
8519,Uudistie,Nyodlingsvägen,Espoo
8520,Uunimestarintie,Ugnsmästarvägen,Espoo
8521,Uunipolku,Ugnstigen,Espoo
8522,Uuno Kailaan katu,Uuno Kailas gata,Espoo
8523,Uuraantie,Trångsundsvägen,Espoo
8524,Uusikuja,Nygränden,Espoo
8525,Uuskartanontie,Nygårdsvägen,Espoo
8526,Vaahterakuja,Lönngränden,Espoo
8527,Vaahteramäki,Lönnbacken,Espoo
8528,Vaahteraniitty,Lönnängen,Espoo
8529,Vaahteranlehti,Lönnbladet,Espoo
8530,Vaahteratie,Lönnvägen,Espoo
8531,Vaahteristo,Lönndungen,Espoo
8532,Vaakunapolku,Vapenstigen,Espoo
8533,Vaarlahdenpolku,Varlaxstigen,Espoo
8534,Vaasanrinne,Vasabrinken,Espoo
8535,Vahtirinne,Vaktbranten,Espoo
8536,Vahverokuja,Kantarellgränden,Espoo
8537,Vahveromäki,Kantarellbacken,Espoo
8538,Vahveropolku,Kantarellstigen,Espoo
8539,Vahverotie,Kantarellvägen,Espoo
8540,Vaihtokaupantie,Byteshandelsvägen,Espoo
8541,Vaisalantie,Vaisalavägen,Espoo
8542,Valacken,Valacken,Espoo
8543,Valakuja,Edgränden,Espoo
8544,Valapolku,Edstigen,Espoo
8545,Valhallantie,Valhallavägen,Espoo
8546,Valinkauhantie,Stöpslevsvägen,Espoo
8547,Valkamanpelto,Hamnåkern,Espoo
8548,Valkjärventie,Valkjärvivägen,Espoo
8549,Vallikaivanto,Vallgraven,Espoo
8550,Vallikallionkatu,Vallbergsgatan,Espoo
8551,Vallikallionkuja,Vallbergsgränden,Espoo
8552,Vallikatu,Vallgatan,Espoo
8553,Vallikuja,Vallgränden,Espoo
8554,Vallityöläisenpolku,Vallarbetargången,Espoo
8555,Valopoiju,Ljusbojen,Espoo
8556,Valovirta,Ljusströmmen,Espoo
8557,Valssikuja,Valsgränden,Espoo
8558,Valssitie,Valsvägen,Espoo
8559,Valtterinkuja,Valtersgränden,Espoo
8560,Valurinkuja,Gjutargränden,Espoo
8561,Vanha-Stens,Gammelstens,Espoo
8562,Vanha Finnsintie,Gamla Finnsvägen,Espoo
8563,Vanha Gobbackantie,Gamla Gobbackavägen,Espoo
8564,Vanha Histantie,Gamla Histavägen,Espoo
8565,Vanha Hämeenkyläntie,Gamla Tavastbyvägen,Espoo
8566,Vanha Ingaksentie,Gamla Ingasvägen,Espoo
8567,Vanha Jorvaksentie,Gamla Jorvasvägen,Espoo
8568,Vanha Järvikyläntie,Gamla Träskbyvägen,Espoo
8569,Vanha Kilontie,Gamla Kilovägen,Espoo
